t,gt_x,gt_y,gt_z,est_x,est_y,est_z,gt_tx,gt_ty,gt_tz,est_tx,est_ty,est_tz
36.170000,0.443673,-1.232276,1.189115,0.454122,-1.248276,1.192371,-2.326561,1.140038,-0.803837,-2.348041,1.106665,-0.816913
36.175000,0.444089,-1.234540,1.189304,0.455014,-1.250979,1.192786,-2.331510,1.140832,-0.799384,-2.350024,1.105809,-0.816550
36.180000,0.444491,-1.236797,1.189510,0.455900,-1.253691,1.193207,-2.336250,1.141742,-0.795057,-2.352076,1.105010,-0.816240
36.185000,0.444880,-1.239040,1.189745,0.456786,-1.256388,1.193656,-2.340772,1.142587,-0.790920,-2.354104,1.104462,-0.815751
36.190000,0.445253,-1.241269,1.190000,0.457668,-1.259078,1.194128,-2.345118,1.143328,-0.786923,-2.355940,1.103729,-0.815430
36.195000,0.445613,-1.243489,1.190264,0.458543,-1.261755,1.194617,-2.349217,1.144019,-0.783129,-2.357720,1.103153,-0.814903
36.200000,0.445878,-1.245683,1.190498,0.460355,-1.251701,1.182003,-2.352382,1.144871,-0.779991,-2.358990,1.106099,-0.811653
36.205000,0.446198,-1.247905,1.190734,0.461250,-1.254048,1.182113,-2.356516,1.145555,-0.776052,-2.360652,1.105694,-0.811168
36.210000,0.446505,-1.250133,1.190960,0.462143,-1.256408,1.182208,-2.360791,1.146215,-0.771983,-2.362404,1.104884,-0.810543
36.215000,0.446799,-1.252358,1.191183,0.463030,-1.258775,1.182297,-2.365109,1.146823,-0.767824,-2.364118,1.104381,-0.810055
36.220000,0.447087,-1.254578,1.191404,0.463919,-1.261138,1.182381,-2.369683,1.147282,-0.763368,-2.365825,1.103491,-0.809335
36.225000,0.447366,-1.256793,1.191628,0.464811,-1.263503,1.182465,-2.374202,1.147663,-0.759015,-2.367486,1.102643,-0.808718
36.230000,0.447639,-1.259002,1.191856,0.465704,-1.265861,1.182552,-2.378986,1.147891,-0.754481,-2.369061,1.101690,-0.808107
36.235000,0.447907,-1.261216,1.192076,0.466603,-1.268223,1.182641,-2.383601,1.148171,-0.750152,-2.370677,1.100486,-0.807608
36.240000,0.448169,-1.263431,1.192288,0.467505,-1.270597,1.182712,-2.388348,1.148457,-0.745749,-2.372234,1.099718,-0.807105
36.245000,0.448425,-1.265642,1.192506,0.468412,-1.272967,1.182781,-2.393347,1.148631,-0.741042,-2.373941,1.098465,-0.806697
36.250000,0.448590,-1.267815,1.192686,0.463642,-1.268579,1.197103,-2.397288,1.149039,-0.737130,-2.378048,1.104036,-0.799455
36.255000,0.448810,-1.270014,1.192902,0.464387,-1.270777,1.197578,-2.401829,1.149303,-0.732824,-2.379591,1.103177,-0.799102
36.260000,0.449009,-1.272213,1.193116,0.465124,-1.272979,1.198053,-2.406496,1.149467,-0.728394,-2.381183,1.102144,-0.798373
36.265000,0.449190,-1.274412,1.193330,0.465846,-1.275186,1.198521,-2.411387,1.149500,-0.723806,-2.382677,1.101083,-0.797992
36.270000,0.449358,-1.276611,1.193555,0.466565,-1.277395,1.198995,-2.416273,1.149459,-0.719160,-2.384237,1.099742,-0.797360
36.275000,0.449514,-1.278807,1.193791,0.467280,-1.279610,1.199482,-2.420878,1.149439,-0.714853,-2.385647,1.098590,-0.796854
36.280000,0.449661,-1.280999,1.194031,0.467993,-1.281820,1.199977,-2.425843,1.149254,-0.710250,-2.387071,1.097445,-0.796386
36.285000,0.449797,-1.283196,1.194272,0.468707,-1.284034,1.200469,-2.430844,1.149013,-0.705613,-2.388503,1.095861,-0.795947
36.290000,0.449923,-1.285397,1.194533,0.469417,-1.286259,1.200964,-2.435554,1.148915,-0.701184,-2.389888,1.094625,-0.795475
36.295000,0.450044,-1.287604,1.194822,0.470129,-1.288489,1.201493,-2.440055,1.148943,-0.696917,-2.391341,1.093428,-0.794917
36.300000,0.450075,-1.289769,1.195058,0.454990,-1.296322,1.192389,-2.443516,1.149247,-0.693340,-2.397650,1.098067,-0.784382
36.305000,0.450181,-1.291954,1.195340,0.455279,-1.298728,1.192663,-2.447832,1.149216,-0.689193,-2.398994,1.097281,-0.783747
36.310000,0.450286,-1.294127,1.195630,0.455577,-1.301122,1.192942,-2.452057,1.149074,-0.685100,-2.400356,1.095976,-0.783202
36.315000,0.450386,-1.296293,1.195926,0.455878,-1.303510,1.193230,-2.455915,1.149032,-0.681301,-2.401504,1.095075,-0.782508
36.320000,0.450483,-1.298452,1.196210,0.456185,-1.305897,1.193515,-2.460041,1.148908,-0.677365,-2.402778,1.094122,-0.781883
36.325000,0.450577,-1.300608,1.196482,0.456494,-1.308280,1.193778,-2.464484,1.148592,-0.673143,-2.403996,1.092970,-0.781398
36.330000,0.450670,-1.302763,1.196760,0.456810,-1.310668,1.194036,-2.468949,1.148276,-0.668840,-2.405250,1.091560,-0.780783
36.335000,0.450760,-1.304915,1.197041,0.457136,-1.313057,1.194309,-2.473236,1.148091,-0.664778,-2.406489,1.090405,-0.780172
36.340000,0.450842,-1.307061,1.197317,0.457462,-1.315444,1.194570,-2.477697,1.147774,-0.660544,-2.407808,1.089302,-0.779719
36.345000,0.450915,-1.309203,1.197587,0.457786,-1.317830,1.194830,-2.481897,1.147425,-0.656531,-2.409009,1.087860,-0.779076
36.350000,0.450884,-1.311289,1.197777,0.457098,-1.328043,1.199213,-2.485558,1.147217,-0.652856,-2.416543,1.092593,-0.767194
36.355000,0.450916,-1.313405,1.198018,0.457386,-1.330659,1.199565,-2.489983,1.146728,-0.648697,-2.417768,1.091124,-0.766681
36.360000,0.450946,-1.315518,1.198250,0.457674,-1.333274,1.199916,-2.493862,1.146415,-0.645047,-2.418868,1.089815,-0.766182
36.365000,0.450973,-1.317628,1.198469,0.457973,-1.335892,1.200246,-2.498058,1.146009,-0.641136,-2.419964,1.088911,-0.765686
36.370000,0.450993,-1.319733,1.198685,0.458272,-1.338510,1.200568,-2.502287,1.145530,-0.637222,-2.421168,1.087298,-0.765246
36.375000,0.451008,-1.321834,1.198909,0.458571,-1.341129,1.200892,-2.506087,1.145198,-0.633629,-2.422215,1.086272,-0.764799
36.380000,0.451024,-1.323928,1.199140,0.458877,-1.343745,1.201226,-2.509899,1.144837,-0.630040,-2.423318,1.085106,-0.764220
36.385000,0.451042,-1.326012,1.199377,0.459191,-1.346359,1.201561,-2.513246,1.144588,-0.626799,-2.424352,1.084038,-0.763797
36.390000,0.451059,-1.328089,1.199627,0.459515,-1.348964,1.201904,-2.516393,1.144345,-0.623691,-2.425287,1.083284,-0.763071
36.395000,0.451077,-1.330166,1.199883,0.459843,-1.351570,1.202262,-2.519359,1.144132,-0.620724,-2.426202,1.082327,-0.762551
36.400000,0.451018,-1.332191,1.200058,0.450661,-1.345782,1.191709,-2.521742,1.144120,-0.617968,-2.436704,1.088541,-0.748329
36.405000,0.451022,-1.334260,1.200303,0.450747,-1.348178,1.191771,-2.524898,1.143913,-0.614739,-2.437689,1.087591,-0.747585
36.410000,0.451021,-1.336325,1.200541,0.450834,-1.350581,1.191824,-2.527995,1.143790,-0.611577,-2.438621,1.086900,-0.746852
36.415000,0.451020,-1.338380,1.200779,0.450927,-1.352979,1.191871,-2.531210,1.143561,-0.608367,-2.439664,1.086122,-0.746137
36.420000,0.451014,-1.340420,1.201015,0.451025,-1.355371,1.191920,-2.534053,1.143274,-0.605530,-2.440565,1.085204,-0.745522
36.425000,0.451002,-1.342445,1.201251,0.451123,-1.357749,1.191958,-2.536827,1.142896,-0.602770,-2.441294,1.084516,-0.744873
36.430000,0.450986,-1.344466,1.201492,0.451220,-1.360122,1.192005,-2.539565,1.142519,-0.600106,-2.442052,1.083479,-0.744287
36.435000,0.450972,-1.346496,1.201734,0.451326,-1.362503,1.192051,-2.542443,1.142184,-0.597291,-2.442764,1.082816,-0.743763
36.440000,0.450961,-1.348531,1.201983,0.451441,-1.364901,1.192098,-2.545640,1.141890,-0.594248,-2.443675,1.081786,-0.743131
36.445000,0.450959,-1.350554,1.202237,0.451570,-1.367300,1.192156,-2.548526,1.141805,-0.591491,-2.444652,1.081046,-0.742726
36.450000,0.450885,-1.352485,1.202400,0.442847,-1.370483,1.202138,-2.550692,1.141812,-0.589114,-2.454589,1.086051,-0.727614
36.455000,0.450877,-1.354460,1.202645,0.442758,-1.372897,1.202475,-2.552798,1.141703,-0.586947,-2.455378,1.085213,-0.727028
36.460000,0.450878,-1.356421,1.202890,0.442681,-1.375299,1.202811,-2.554596,1.141601,-0.584964,-2.455950,1.085105,-0.726344
36.465000,0.450888,-1.358376,1.203135,0.442622,-1.377693,1.203146,-2.556417,1.141412,-0.582937,-2.456533,1.084421,-0.725572
36.470000,0.450907,-1.360332,1.203373,0.442578,-1.380094,1.203479,-2.558245,1.141376,-0.580974,-2.457029,1.084162,-0.724836
36.475000,0.450930,-1.362289,1.203600,0.442551,-1.382501,1.203797,-2.560506,1.141192,-0.578663,-2.457786,1.083733,-0.724204
36.480000,0.450953,-1.364245,1.203824,0.442529,-1.384915,1.204106,-2.562654,1.141011,-0.576427,-2.458425,1.083028,-0.723565
36.485000,0.450978,-1.366195,1.204053,0.442517,-1.387330,1.204415,-2.564916,1.140819,-0.574092,-2.459109,1.082658,-0.722874
36.490000,0.451006,-1.368135,1.204280,0.442514,-1.389743,1.204732,-2.566923,1.140640,-0.572000,-2.459821,1.081890,-0.722242
36.495000,0.451036,-1.370062,1.204509,0.442518,-1.392150,1.205032,-2.568622,1.140462,-0.570155,-2.460345,1.081656,-0.721579
36.500000,0.450988,-1.371904,1.204664,0.445730,-1.382839,1.206961,-2.569501,1.140511,-0.568833,-2.470615,1.087243,-0.705924
36.505000,0.450993,-1.373811,1.204906,0.445836,-1.384939,1.207346,-2.570852,1.140494,-0.567247,-2.471044,1.087103,-0.705219
36.510000,0.450993,-1.375721,1.205156,0.445939,-1.387047,1.207732,-2.572361,1.140479,-0.565442,-2.471568,1.086817,-0.704440
36.515000,0.450998,-1.377635,1.205405,0.446050,-1.389166,1.208130,-2.573456,1.140764,-0.563910,-2.472112,1.086611,-0.703592
36.520000,0.451008,-1.379547,1.205645,0.446177,-1.391295,1.208512,-2.574886,1.140974,-0.562074,-2.472667,1.087016,-0.702601
36.525000,0.451021,-1.381445,1.205880,0.446313,-1.393422,1.208890,-2.576107,1.141076,-0.560483,-2.473365,1.086538,-0.701759
36.530000,0.451036,-1.383327,1.206104,0.446458,-1.395537,1.209258,-2.577021,1.141196,-0.559272,-2.473662,1.086855,-0.700873
36.535000,0.451050,-1.385200,1.206323,0.446609,-1.397646,1.209611,-2.578255,1.141147,-0.557930,-2.474158,1.086541,-0.700237
36.540000,0.451064,-1.387068,1.206539,0.446766,-1.399756,1.209966,-2.579389,1.141175,-0.556715,-2.474507,1.086436,-0.699669
36.545000,0.451080,-1.388936,1.206750,0.446931,-1.401870,1.210310,-2.580930,1.141106,-0.555165,-2.475010,1.086297,-0.699107
36.550000,0.451030,-1.390711,1.206879,0.443477,-1.392485,1.205877,-2.581793,1.141376,-0.554041,-2.486562,1.091396,-0.685992
36.555000,0.451047,-1.392558,1.207083,0.443568,-1.394297,1.206091,-2.583323,1.141451,-0.552445,-2.487134,1.091476,-0.685406
36.560000,0.451066,-1.394397,1.207298,0.443672,-1.396111,1.206317,-2.584535,1.141537,-0.551067,-2.487745,1.091061,-0.684823
36.565000,0.451092,-1.396222,1.207519,0.443782,-1.397919,1.206550,-2.585132,1.141784,-0.550156,-2.488108,1.091298,-0.684090
36.570000,0.451129,-1.398039,1.207743,0.443910,-1.399718,1.206784,-2.586009,1.141854,-0.549044,-2.488450,1.091431,-0.683322
36.575000,0.451175,-1.399857,1.207970,0.444056,-1.401524,1.207020,-2.586822,1.141961,-0.547991,-2.488824,1.091242,-0.682700
36.580000,0.451225,-1.401679,1.208203,0.444216,-1.403336,1.207259,-2.587968,1.142106,-0.546665,-2.489163,1.091473,-0.681932
36.585000,0.451277,-1.403507,1.208439,0.444386,-1.405162,1.207503,-2.589188,1.142328,-0.545336,-2.489808,1.091197,-0.681367
36.590000,0.451335,-1.405333,1.208679,0.444566,-1.406999,1.207745,-2.590306,1.142597,-0.544069,-2.490283,1.091535,-0.680732
36.595000,0.451404,-1.407150,1.208919,0.444761,-1.408836,1.207994,-2.591344,1.142753,-0.542846,-2.490904,1.091385,-0.680103
36.600000,0.451406,-1.408851,1.209064,0.440814,-1.414374,1.213178,-2.591409,1.143149,-0.542272,-2.499506,1.096307,-0.665430
36.605000,0.451461,-1.410623,1.209277,0.440921,-1.416316,1.213545,-2.592210,1.143222,-0.541307,-2.499901,1.096346,-0.664714
36.610000,0.451510,-1.412395,1.209491,0.441024,-1.418266,1.213917,-2.593005,1.143242,-0.540333,-2.500173,1.096297,-0.664194
36.615000,0.451562,-1.414174,1.209710,0.441133,-1.420227,1.214283,-2.594163,1.143216,-0.538933,-2.500508,1.096248,-0.663451
36.620000,0.451616,-1.415961,1.209937,0.441256,-1.422208,1.214662,-2.595447,1.143206,-0.537396,-2.500993,1.095965,-0.662738
36.625000,0.451675,-1.417742,1.210165,0.441387,-1.424199,1.215041,-2.596625,1.143125,-0.535837,-2.501433,1.095892,-0.661950
36.630000,0.451741,-1.419509,1.210403,0.441531,-1.426183,1.215422,-2.597784,1.142890,-0.534338,-2.501772,1.095532,-0.661004
36.635000,0.451818,-1.421263,1.210656,0.441691,-1.428163,1.215815,-2.598690,1.142691,-0.533028,-2.502044,1.095208,-0.660295
36.640000,0.451901,-1.423011,1.210931,0.441868,-1.430135,1.216224,-2.599619,1.142548,-0.531730,-2.502236,1.095012,-0.659269
36.645000,0.451984,-1.424764,1.211224,0.442057,-1.432116,1.216656,-2.600386,1.142576,-0.530590,-2.502588,1.094778,-0.658626
36.650000,0.451995,-1.426420,1.211440,0.446985,-1.433508,1.206683,-2.600647,1.142883,-0.529653,-2.510894,1.100478,-0.643913
36.655000,0.452052,-1.428163,1.211709,0.447301,-1.435525,1.206836,-2.601475,1.142948,-0.528353,-2.511369,1.100303,-0.643162
36.660000,0.452110,-1.429899,1.211967,0.447625,-1.437552,1.206966,-2.602174,1.142992,-0.527035,-2.511575,1.100450,-0.642056
36.665000,0.452162,-1.431629,1.212218,0.447956,-1.439575,1.207092,-2.602953,1.142930,-0.525695,-2.511938,1.100296,-0.641037
36.670000,0.452204,-1.433358,1.212451,0.448281,-1.441611,1.207205,-2.603611,1.142795,-0.524397,-2.512092,1.100223,-0.640028
36.675000,0.452247,-1.435085,1.212667,0.448606,-1.443651,1.207293,-2.604466,1.142564,-0.522931,-2.512298,1.100000,-0.638872
36.680000,0.452299,-1.436820,1.212870,0.448947,-1.445705,1.207369,-2.605390,1.142379,-0.521466,-2.512500,1.099675,-0.637891
36.685000,0.452359,-1.438559,1.213055,0.449305,-1.447778,1.207426,-2.606596,1.142146,-0.519671,-2.512800,1.099501,-0.636858
36.690000,0.452424,-1.440291,1.213218,0.449674,-1.449857,1.207464,-2.607727,1.141858,-0.517987,-2.513160,1.098984,-0.635734
36.695000,0.452489,-1.442013,1.213366,0.450056,-1.451939,1.207475,-2.608575,1.141495,-0.516503,-2.513355,1.098740,-0.634781
36.700000,0.452546,-1.443726,1.213509,0.455796,-1.457087,1.210397,-2.609410,1.141030,-0.514994,-2.522361,1.103253,-0.622500
36.705000,0.452605,-1.445439,1.213647,0.456321,-1.459262,1.210478,-2.610066,1.140677,-0.513537,-2.522448,1.102834,-0.621467
36.710000,0.452584,-1.446993,1.213667,0.456859,-1.461452,1.210546,-2.610103,1.140668,-0.512298,-2.522511,1.102576,-0.620011
36.715000,0.452650,-1.448684,1.213770,0.457413,-1.463657,1.210609,-2.610881,1.140412,-0.510569,-2.522769,1.102283,-0.618793
36.720000,0.452726,-1.450360,1.213864,0.457990,-1.465863,1.210656,-2.611607,1.140037,-0.508749,-2.522850,1.102021,-0.617205
36.725000,0.452806,-1.452021,1.213956,0.458575,-1.468058,1.210697,-2.612060,1.139637,-0.507237,-2.522954,1.101539,-0.615707
36.730000,0.452895,-1.453675,1.214050,0.459172,-1.470254,1.210738,-2.612357,1.139250,-0.505820,-2.522815,1.101347,-0.614241
36.735000,0.452991,-1.455329,1.214149,0.459788,-1.472456,1.210778,-2.612984,1.138741,-0.504180,-2.522818,1.100946,-0.612649
36.740000,0.453087,-1.456990,1.214254,0.460411,-1.474674,1.210824,-2.613610,1.138287,-0.502586,-2.522801,1.100415,-0.611337
36.745000,0.453189,-1.458659,1.214369,0.461042,-1.476910,1.210876,-2.614484,1.137937,-0.500774,-2.522864,1.100101,-0.609833
36.750000,0.453255,-1.460256,1.214448,0.464891,-1.468461,1.213192,-2.614792,1.137848,-0.499381,-2.532406,1.104550,-0.598522
36.755000,0.453359,-1.461910,1.214573,0.465633,-1.470433,1.213323,-2.615501,1.137572,-0.497744,-2.532504,1.104361,-0.597157
36.760000,0.453471,-1.463560,1.214702,0.466385,-1.472411,1.213466,-2.616152,1.137343,-0.496243,-2.532689,1.103991,-0.595768
36.765000,0.453596,-1.465202,1.214822,0.467156,-1.474395,1.213601,-2.616644,1.137104,-0.494944,-2.532787,1.103904,-0.594578
36.770000,0.453728,-1.466837,1.214937,0.467943,-1.476380,1.213723,-2.617027,1.136822,-0.493783,-2.532846,1.103583,-0.593297
36.775000,0.453863,-1.468472,1.215051,0.468739,-1.478373,1.213845,-2.617202,1.136624,-0.492804,-2.532825,1.103461,-0.592190
36.780000,0.454003,-1.470109,1.215160,0.469544,-1.480380,1.213962,-2.617656,1.136335,-0.491564,-2.532811,1.103373,-0.590892
36.785000,0.454154,-1.471750,1.215255,0.470363,-1.482398,1.214069,-2.618106,1.136022,-0.490374,-2.532912,1.102979,-0.589771
36.790000,0.454321,-1.473400,1.215336,0.471203,-1.484437,1.214154,-2.618841,1.135761,-0.488945,-2.532874,1.102850,-0.588563
36.795000,0.454501,-1.475054,1.215408,0.472065,-1.486493,1.214230,-2.619961,1.135415,-0.487253,-2.533233,1.102431,-0.587481
36.800000,0.454639,-1.476601,1.215409,0.470265,-1.486806,1.213939,-2.620329,1.135307,-0.486060,-2.541980,1.105172,-0.575835
36.805000,0.454828,-1.478229,1.215465,0.471085,-1.488845,1.213989,-2.621269,1.134991,-0.484653,-2.542232,1.104847,-0.574753
36.810000,0.455033,-1.479851,1.215522,0.471922,-1.490888,1.214042,-2.621901,1.134592,-0.483551,-2.542413,1.104450,-0.573964
36.815000,0.455254,-1.481471,1.215581,0.472783,-1.492935,1.214089,-2.622285,1.134263,-0.482622,-2.542354,1.104104,-0.572931
36.820000,0.455492,-1.483099,1.215653,0.473666,-1.495000,1.214143,-2.622573,1.134029,-0.481736,-2.542417,1.103922,-0.572037
36.825000,0.455740,-1.484728,1.215743,0.474571,-1.497084,1.214213,-2.623039,1.133784,-0.480559,-2.542375,1.103783,-0.570917
36.830000,0.455988,-1.486361,1.215832,0.475486,-1.499178,1.214298,-2.623498,1.133674,-0.479366,-2.542563,1.103514,-0.569765
36.835000,0.456236,-1.488002,1.215901,0.476405,-1.501295,1.214363,-2.624004,1.133558,-0.478079,-2.542640,1.103615,-0.568602
36.840000,0.456490,-1.489641,1.215957,0.477333,-1.503428,1.214405,-2.624722,1.133288,-0.476580,-2.542857,1.103319,-0.567342
36.845000,0.456751,-1.491273,1.216009,0.478273,-1.505568,1.214438,-2.625119,1.133032,-0.475415,-2.542954,1.103064,-0.566142
36.850000,0.456967,-1.492786,1.215992,0.478396,-1.495335,1.223108,-2.624893,1.133000,-0.474747,-2.550912,1.106982,-0.557587
36.855000,0.457225,-1.494390,1.216024,0.479325,-1.497139,1.223370,-2.624878,1.132832,-0.474021,-2.550985,1.106731,-0.556581
36.860000,0.457495,-1.495999,1.216066,0.480268,-1.498964,1.223628,-2.624771,1.132751,-0.473297,-2.550769,1.106895,-0.555342
36.865000,0.457776,-1.497615,1.216120,0.481231,-1.500805,1.223905,-2.624942,1.132654,-0.472360,-2.550853,1.106836,-0.554180
36.870000,0.458069,-1.499242,1.216184,0.482209,-1.502669,1.224185,-2.624948,1.132664,-0.471473,-2.550832,1.106864,-0.553014
36.875000,0.458375,-1.500877,1.216261,0.483208,-1.504556,1.224478,-2.625049,1.132700,-0.470487,-2.550887,1.107059,-0.551653
36.880000,0.458693,-1.502519,1.216336,0.484224,-1.506463,1.224778,-2.625133,1.132677,-0.469479,-2.550964,1.107098,-0.550462
36.885000,0.459023,-1.504162,1.216413,0.485258,-1.508386,1.225065,-2.625122,1.132702,-0.468517,-2.550950,1.107192,-0.549021
36.890000,0.459363,-1.505807,1.216491,0.486308,-1.510321,1.225364,-2.624921,1.132733,-0.467792,-2.551003,1.107352,-0.547760
36.895000,0.459712,-1.507454,1.216559,0.487374,-1.512275,1.225648,-2.624710,1.132572,-0.467016,-2.550846,1.107530,-0.546441
36.900000,0.460023,-1.508981,1.216568,0.478763,-1.513121,1.224867,-2.624043,1.132573,-0.466544,-2.558852,1.110090,-0.538686
36.905000,0.460375,-1.510612,1.216594,0.479577,-1.515064,1.225095,-2.623979,1.132330,-0.465720,-2.558705,1.110076,-0.537454
36.910000,0.460745,-1.512247,1.216607,0.480410,-1.517028,1.225298,-2.624157,1.132075,-0.464702,-2.558611,1.109891,-0.536159
36.915000,0.461134,-1.513888,1.216621,0.481272,-1.519007,1.225498,-2.624413,1.131953,-0.463708,-2.558632,1.109758,-0.534976
36.920000,0.461530,-1.515535,1.216634,0.482155,-1.521006,1.225697,-2.624911,1.131871,-0.462612,-2.558719,1.109783,-0.533873
36.925000,0.461926,-1.517185,1.216643,0.483040,-1.523022,1.225891,-2.625262,1.131882,-0.461788,-2.558960,1.109629,-0.532923
36.930000,0.462325,-1.518834,1.216653,0.483932,-1.525055,1.226079,-2.625512,1.131904,-0.461132,-2.559016,1.109877,-0.532096
36.935000,0.462728,-1.520481,1.216664,0.484837,-1.527097,1.226269,-2.625833,1.131763,-0.460546,-2.559190,1.109783,-0.531300
36.940000,0.463135,-1.522128,1.216677,0.485747,-1.529150,1.226457,-2.625886,1.131603,-0.460210,-2.559159,1.109709,-0.530742
36.945000,0.463550,-1.523785,1.216687,0.486668,-1.531222,1.226643,-2.626066,1.131342,-0.459673,-2.559110,1.109685,-0.529960
36.950000,0.463935,-1.525326,1.216661,0.479359,-1.524943,1.220829,-2.625845,1.131342,-0.459279,-2.566753,1.111111,-0.523317
36.955000,0.464380,-1.526982,1.216676,0.480095,-1.526829,1.220847,-2.626267,1.131265,-0.458380,-2.566802,1.111083,-0.522350
36.960000,0.464844,-1.528644,1.216705,0.480860,-1.528735,1.220881,-2.626628,1.131272,-0.457552,-2.567028,1.111023,-0.521520
36.965000,0.465324,-1.530309,1.216747,0.481646,-1.530660,1.220922,-2.626890,1.131219,-0.456750,-2.567105,1.111163,-0.520584
36.970000,0.465817,-1.531971,1.216796,0.482454,-1.532597,1.220979,-2.627096,1.131100,-0.456045,-2.567206,1.111037,-0.519628
36.975000,0.466316,-1.533630,1.216836,0.483274,-1.534541,1.221027,-2.627003,1.130938,-0.455615,-2.567179,1.111083,-0.518786
36.980000,0.466821,-1.535294,1.216871,0.484104,-1.536500,1.221062,-2.626813,1.130687,-0.455169,-2.567014,1.110988,-0.517833
36.985000,0.467338,-1.536970,1.216903,0.484949,-1.538480,1.221096,-2.626662,1.130520,-0.454640,-2.566833,1.110912,-0.516786
36.990000,0.467865,-1.538664,1.216943,0.485813,-1.540490,1.221121,-2.626884,1.130324,-0.453714,-2.566777,1.110950,-0.515739
36.995000,0.468391,-1.540375,1.216993,0.486689,-1.542533,1.221165,-2.627110,1.130225,-0.452837,-2.566854,1.110685,-0.514577
37.000000,0.468861,-1.541962,1.216978,0.482494,-1.538332,1.223393,-2.626761,1.130342,-0.452315,-2.572317,1.113091,-0.507434
37.005000,0.469382,-1.543654,1.217003,0.483233,-1.540248,1.223475,-2.626956,1.130025,-0.451475,-2.572317,1.112829,-0.506223
37.010000,0.469920,-1.545350,1.217035,0.483990,-1.542179,1.223563,-2.626866,1.129821,-0.450951,-2.572212,1.112655,-0.505340
37.015000,0.470473,-1.547054,1.217067,0.484771,-1.544129,1.223652,-2.626965,1.129468,-0.450277,-2.572090,1.112704,-0.504250
37.020000,0.471041,-1.548769,1.217103,0.485570,-1.546104,1.223737,-2.627214,1.129083,-0.449512,-2.572007,1.112191,-0.503409
37.025000,0.471627,-1.550493,1.217143,0.486391,-1.548106,1.223828,-2.627591,1.128789,-0.448622,-2.571968,1.112124,-0.502407
37.030000,0.472229,-1.552224,1.217180,0.487236,-1.550126,1.223916,-2.628053,1.128469,-0.447685,-2.572066,1.111726,-0.501545
37.035000,0.472843,-1.553961,1.217224,0.488098,-1.552168,1.223996,-2.628433,1.128151,-0.446777,-2.572069,1.111587,-0.500606
37.040000,0.473472,-1.555703,1.217285,0.488981,-1.554232,1.224094,-2.628821,1.127895,-0.445942,-2.572104,1.111220,-0.499653
37.045000,0.474117,-1.557447,1.217358,0.489882,-1.556313,1.224202,-2.629120,1.127683,-0.445288,-2.572171,1.111189,-0.498875
37.050000,0.474730,-1.559060,1.217405,0.479683,-1.558393,1.216643,-2.629019,1.127707,-0.444958,-2.577019,1.112699,-0.492825
37.055000,0.475390,-1.560795,1.217511,0.480309,-1.560517,1.216577,-2.629387,1.127625,-0.444521,-2.577127,1.112626,-0.492176
37.060000,0.476070,-1.562541,1.217631,0.480957,-1.562671,1.216519,-2.629999,1.127589,-0.443971,-2.577257,1.112622,-0.491855
37.065000,0.476772,-1.564293,1.217764,0.481634,-1.564845,1.216475,-2.630664,1.127640,-0.443575,-2.577592,1.112542,-0.491419
37.070000,0.477489,-1.566051,1.217905,0.482336,-1.567042,1.216440,-2.631284,1.127588,-0.443270,-2.577840,1.112681,-0.491499
37.075000,0.478212,-1.567816,1.218059,0.483052,-1.569259,1.216406,-2.631943,1.127455,-0.442885,-2.578049,1.112427,-0.491164
37.080000,0.478948,-1.569590,1.218221,0.483778,-1.571500,1.216390,-2.632396,1.127399,-0.442625,-2.578258,1.112406,-0.491157
37.085000,0.479703,-1.571376,1.218381,0.484528,-1.573765,1.216367,-2.633078,1.127197,-0.442034,-2.578377,1.112364,-0.490699
37.090000,0.480481,-1.573174,1.218547,0.485304,-1.576060,1.216344,-2.633806,1.127147,-0.441414,-2.578635,1.111997,-0.490445
37.095000,0.481278,-1.574980,1.218727,0.486109,-1.578380,1.216325,-2.634739,1.127071,-0.440604,-2.578922,1.112217,-0.490012
37.100000,0.482050,-1.576645,1.218874,0.477084,-1.580440,1.222963,-2.635401,1.127218,-0.440163,-2.585801,1.111803,-0.484283
37.105000,0.482868,-1.578436,1.219078,0.477656,-1.582797,1.223167,-2.636368,1.127175,-0.439619,-2.586164,1.111925,-0.484248
37.110000,0.483702,-1.580227,1.219282,0.478255,-1.585170,1.223374,-2.637318,1.127062,-0.439122,-2.586534,1.111579,-0.484178
37.115000,0.484545,-1.582018,1.219489,0.478869,-1.587555,1.223574,-2.637986,1.126955,-0.438964,-2.586831,1.111579,-0.484209
37.120000,0.485396,-1.583816,1.219706,0.479495,-1.589958,1.223781,-2.638769,1.126803,-0.438682,-2.586984,1.111349,-0.484303
37.125000,0.486261,-1.585635,1.219928,0.480137,-1.592389,1.223998,-2.639603,1.126742,-0.438342,-2.587333,1.111223,-0.484297
37.130000,0.487140,-1.587473,1.220158,0.480802,-1.594862,1.224208,-2.640705,1.126733,-0.437767,-2.587602,1.111146,-0.484366
37.135000,0.488024,-1.589326,1.220397,0.481483,-1.597366,1.224436,-2.642146,1.126752,-0.437097,-2.588206,1.111010,-0.484373
37.140000,0.488911,-1.591188,1.220627,0.482169,-1.599899,1.224658,-2.643628,1.126736,-0.436550,-2.588761,1.110864,-0.484865
37.145000,0.489805,-1.593052,1.220849,0.482866,-1.602451,1.224863,-2.644906,1.126811,-0.436270,-2.589368,1.110651,-0.485194
